,location,hashtag,cnt,retweet_mean,retweet_max,text
1768,Greenland,russiaisaterroriststate,3,0.0,0,governmentrf russia a free and tolerant country where expressing any view different to that approved by the fascists in charge gets you arrested and put in jail for re education russiaisaterroriststate slavaukraini
1769,Greenland,russiaisaterroriststate,3,0.0,0,russia polandlithuaniarutheniacommonwealth russiaukrainewar russiapolandlithuaniarutheniawar badasswar youdontseethatcoming russiaisaterroriststate turningpointhascome yes by those hashtags you know here ok everyone https t co hwjcp8hvbj
1770,Greenland,russiaisaterroriststate,3,0.0,0,https t co qzhakxxesh sound like a great idea russiaukrainewar russiainvadedukraine russiaisaterroriststate russianwarcrimes russia russian russiaisaterrorisstate ukrainerussianwar ukrainerussiawar ukraine ukrainian ukrainecrisis ukraineinvasion ukrainians
1771,Greenland,russian,69,410.83,3079,russian driver artyom severyukhin competing under the italian flag at the european junior karting championship showed a nazi salute at the awards ceremony he competing under the italian flag because of the sanctions imposed on russia https t co q4woghpsvr
1772,Greenland,russianukrainianwar,10,125.3,635,russianukrainianwar whom are you supporting ukrainerussianwar retweet like https t co kkwidwra5e
1773,Greenland,russiaukrainewar,30,920.67,12975,ukrainians are not backing down this is the mayor of kyiv vitali klitschko russiaukrainewar https t co tm2y1j0emj
1774,Greenland,russiaukrainewar,30,920.67,12975,ukrainians are not backing down this is the mayor of kyiv vitali klitschko russiaukrainewar https t co tm2y1j0emj
1775,Greenland,slavaukraini,23,816.04,15595,this is for the ones who stood their ground odessa ukraine slavaukraini https t co n9it2eoeh7
1776,Greenland,standwithukraine,61,774.75,19000,this is genocide genocide freeukraine standwithukraine stopthewar ukraine https t co nfleplwhil
1777,Greenland,stoprussia,17,316.06,1578,kharkiv russian missile hit civilians in the supermarket standwithukraine stopwar stoprussia https t co tspbmw98kw
1778,Greenland,ukraine,510,453.2,19103,new russia s intelligence agency the federal security service has drafted plans for public executions in ukraine after cities are captured per a european intelligence official
1779,Greenland,ukrainerussianwar,29,165.03,2560,standwithukraine dogefather dogecoin ukrainerussianwar lorry full of starlink dishes has arrived in ukraine with the country s deputy prime minister thanking elon musk who runs the firm https t co n0qxiofzfc
1780,Greenland,ukrainerussiawar,42,137.9,1898,veterans of the israeli special forces have arrived in ukraine standforukraine ukrainerussiawar https t co ebv6w4yjgm
1781,Greenland,ukraineunderattack,11,59.82,382,russians have abandoned hostomel airport per sr us defense official ukraineunderattack ukrainerussianwar
1782,Greenland,ukrainewar,15,136.87,953,energodar more and more people take to the street to stop tanks from entering the city ukrainewar ukrainerussiawar russiaukraine россиябезпутина standwithukraine https t co rmz3r4jhob
1783,Greenland,ukrainian,37,457.62,6002,fighter jet of ukrainian pilot dmytro chumachenko was shot in the sky over zhytomyr region defending ukraine from russian invaders he could eject but he didn t he diverted his jet to save the lives of hundreds of people a hero a patriot memory eternal standwithukraine https t co 5k9zf2cw2b
1784,Greenland,us,10,861.5,3150,delighted to host speakerpelosi amp the us house delegation to taiwan along with leaders from our government amp tech sector thank you for your principled support for closer bilateral ties founded on our shared values of democracy freedom amp respect for human rights https t co 68ajbjeioo
1785,Greenland,usa,5,379.6,1718,thanks for your support usa amp gb freeukraine weareallukrainians standwithukraine stopthewar stopwar kyiv standtogether ukraine united supportukraine support https t co thdhp9iooc
1786,Greenland,war,6,162.5,533,war a ukrainian pilot vladmir abdonov has downed 6 russian jets over ukraine 2x su 35 2x su 25 1x su 27 1x mig 29 the ace of the 21st century to the country of ukraine and the rest of the world you are the ghost of kyiv kyiv kiev ukraine russia ghostofkyiv https t co n1voe9dhw6
1787,Guatemala,armukrainenow,11,578.82,1921,in the occupied kherson a man decides to mark his birthday july 3 by driving through the crowd to the tune of ukraine s national anthem watch how people react standwithukraine armukrainenow https t co 1x9lilktgc
1788,Guatemala,biden,87,48.23,745,honestly the us feels like the sort of country where they actually dont give a shit how currupt the government is as long as its the government they voted for why are people seriously siding with hunter here because hes not trump wtf is wrong with you biden hunterbiden 4chan
1789,Guatemala,bucha,31,2011.03,12900,remember the dog in bucha who lost his owner good news he found him this dog sounds human dogsofukraine standwithukraine armukrainenow https t co wjprubxkzd
1790,Guatemala,business,17,0.47,4,your budget friendly store buy more pay less visit us https t co 6mrrp8j8se product selling newproducts style product design productdesign productlaunch launch launchingsoon fashion beauty designer love business marketing branding skincare instagram https t co cuvkjdjr9f
1791,Guatemala,china,53,372.64,4207,we standwithukraine by sending 27 tons of medical supplies while china sides with russia in an unlimited alliance taiwan is with freedom amp democracy fighting the expansion of authoritarianism i have faith democracy will prevail jw https t co ujzr0xsn1z
1792,Guatemala,eu,13,295.31,1210,this is ukraine today the bastion of democracy and eu western values an elderly ethnic russian woman is beaten by a mob and then doused in paint by a heroic young ukrainian man be careful what you stand with vonderleyen michealmartintd https t co vkt8wuhdbx
1793,Guatemala,kharkiv,28,582.64,7107,photo of the kharkiv railway station https t co roc4bjlr3t
1794,Guatemala,kherson,22,400.5,1921,in the occupied kherson a man decides to mark his birthday july 3 by driving through the crowd to the tune of ukraine s national anthem watch how people react standwithukraine armukrainenow https t co 1x9lilktgc
1795,Guatemala,kyiv,33,1649.61,25782,putin s dream of creating a greater russia is my country s nightmare saveukraine kyiv stopputinswar standtogether freeukraine weareallukrainians standwithukraine stopthewar https t co ekw3k6bsbz
1796,Guatemala,mariupol,119,2133.6,19033,the real cause of the death of lithuanian director mantas kvedaravičius in mariupol has been announced he was taken prisoner by russians and later was shot in his head and his chest the occupiers threw his body out into the street ombudsman denisova reported today https t co h9mtiztc9j
1797,Guatemala,nato,84,545.14,7010,sweden and finland s prime ministers have just held a joint press conference outlining plans to join nato expected to move first pm marin says she will not give a timetable but it will happen quite fast within weeks not within months we will have the discussion https t co hueknkdvud
1798,Guatemala,news,3,1.0,2,usa saudi s genocides amp war crimes in yemen 2015 2022 lift your blockade on civilians yemen reuters news newsalert un hrw lenderkingtim potuspress washingtonpost unocha unitedstates usa blockade icrc secblinken warcrimes ukrainewar nytimes abc stwuk https t co hxjjhuhtvx
1799,Guatemala,putin,75,554.32,8223,this is what putin is doing to my country i want you to see it i want you to feel it i want you to learn what it looks like when a rocket hits your home stopputinnow https t co lquwr0zz1r
1800,Guatemala,russia,308,1580.26,144336,zelenskyyua s tv address to the russian people might be the most moving speech that I have ever seen in my entire life the whole world needs to see understand and share this crucial ukrainian message standwithukraine ukraine україна russia россия https t co womogqxtwx
1801,Guatemala,russiaisaterroriststate,3,280.67,694,maximum rt this is another brutal warcrime of russian army ukrainian soldier in captivity was castrated with a clerical knife in the photo below the very executioner russianwarcrimes fckputin russiaisaterroriststate https t co vgmnfpeqx5
1802,Guatemala,russian,96,986.5,25974,just in russian state tv channels have been hacked by anonymous to broadcast the truth about what happens in ukraine oprussia opkremlin fckputin standwithukriane https t co vbq8pqnjpc
1803,Guatemala,russianukrainianwar,4,89.25,340,video of a russian tank column being destroyed by ua artillery and drones standwithukraine russianukrainianwar россиясмотри россияукраинаконфликт https t co 48rertftju
1804,Guatemala,russiaukrainewar,17,113.76,596,russia destroying gorky park in kharkiv russiaukrainewar russianwarcrimes standwithukraine armukrainenow https t co ukfbmuzjcz
1805,Guatemala,slavaukraini,16,2223.31,23897,i m done talking jointhelegion stoprussia slavaukraini https t co ob3gl1cz7p
1806,Guatemala,standwithukraine,93,2305.41,144336,zelenskyyua s tv address to the russian people might be the most moving speech that I have ever seen in my entire life the whole world needs to see understand and share this crucial ukrainian message standwithukraine ukraine україна russia россия https t co womogqxtwx
1807,Guatemala,stoprussia,14,2551.21,23897,i m done talking jointhelegion stoprussia slavaukraini https t co ob3gl1cz7p
1808,Guatemala,ukraine,714,1237.7,144336,zelenskyyua s tv address to the russian people might be the most moving speech that I have ever seen in my entire life the whole world needs to see understand and share this crucial ukrainian message standwithukraine ukraine україна russia россия https t co womogqxtwx
